id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3	2.0	4.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	4.0	4.0	2.0	7.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0
4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6	22.0	6.0	20.0	22.0	22.0	6.0	20.0	22.0	22.0	6.0	20.0	9.0	22.0	6.0	20.0	8.0	22.0	6.0	20.0	8.0	5.0	2.0	2.0	2.0	5.0	5.0	5.0	5.0
7	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	7.0	3.0	3.0	3.0	7.0	7.0	7.0	7.0
8	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	13.0	18.0	18.0	18.0	13.0	18.0	18.0	18.0
9	15.0	9.0	15.0	14.0	10.0	8.0	11.0	11.0	13.0	9.0	14.0	11.0	6.0	5.0	6.0	6.0	15.0	9.0	15.0	10.0	8.0	8.0	8.0	8.0	8.0	3.0	3.0	3.0
10	16.0	9.0	16.0	10.0	13.0	7.0	13.0	8.0	13.0	7.0	13.0	8.0	12.0	7.0	12.0	7.0	16.0	9.0	16.0	8.0	10.0	3.0	3.0	3.0	10.0	2.0	2.0	2.0
